product_id,product_name,price
0,product_0,22
1,product_1,30
2,product_2,91
3,product_3,37
4,product_4,145
5,product_5,128
6,product_6,66
7,product_7,145
8,product_8,51
9,product_9,44
10,product_10,53
11,product_11,13
12,product_12,104
13,product_13,102
14,product_14,24
15,product_15,14
16,product_16,38
17,product_17,72
18,product_18,16
19,product_19,46
20,product_20,94
21,product_21,132
22,product_22,134
23,product_23,37
24,product_24,10
25,product_25,17
26,product_26,138
27,product_27,135
28,product_28,37
29,product_29,16
30,product_30,61
31,product_31,148
32,product_32,69
33,product_33,7
34,product_34,135
35,product_35,111
36,product_36,78
37,product_37,9
38,product_38,43
39,product_39,80
40,product_40,14
41,product_41,32
42,product_42,122
43,product_43,122
44,product_44,150
45,product_45,30
46,product_46,91
47,product_47,4
48,product_48,95
49,product_49,132
50,product_50,143
51,product_51,36
52,product_52,116
53,product_53,68
54,product_54,77
55,product_55,20
56,product_56,111
57,product_57,39
58,product_58,54
59,product_59,72
60,product_60,55
61,product_61,120
62,product_62,54
63,product_63,20
64,product_64,126
65,product_65,77
66,product_66,142
67,product_67,75
68,product_68,150
69,product_69,34
70,product_70,86
71,product_71,74
72,product_72,60
73,product_73,89
74,product_74,144
75,product_75,13
76,product_76,10
77,product_77,76
78,product_78,71
79,product_79,97
80,product_80,38
81,product_81,150
82,product_82,127
83,product_83,36
84,product_84,95
85,product_85,131
86,product_86,54
87,product_87,115
88,product_88,7
89,product_89,128
90,product_90,27
91,product_91,21
92,product_92,6
93,product_93,63
94,product_94,44
95,product_95,97
96,product_96,64
97,product_97,139
98,product_98,85
99,product_99,36
100,product_100,26
101,product_101,11
102,product_102,52
103,product_103,54
104,product_104,129
105,product_105,92
106,product_106,92
107,product_107,67
108,product_108,10
109,product_109,120
110,product_110,102
111,product_111,117
112,product_112,4
113,product_113,130
114,product_114,42
115,product_115,139
116,product_116,64
117,product_117,4
118,product_118,122
119,product_119,122
120,product_120,45
121,product_121,71
122,product_122,95
123,product_123,70
124,product_124,104
125,product_125,108
126,product_126,149
127,product_127,81
128,product_128,17
129,product_129,29
130,product_130,23
131,product_131,129
132,product_132,127
133,product_133,67
134,product_134,26
135,product_135,118
136,product_136,119
137,product_137,92
138,product_138,100
139,product_139,72
140,product_140,2
141,product_141,103
142,product_142,8
143,product_143,8
144,product_144,36
145,product_145,49
146,product_146,116
147,product_147,56
148,product_148,16
149,product_149,146
150,product_150,125
151,product_151,121
152,product_152,66
153,product_153,33
154,product_154,11
155,product_155,76
156,product_156,127
157,product_157,88
158,product_158,45
159,product_159,133
160,product_160,73
161,product_161,64
162,product_162,93
163,product_163,49
164,product_164,109
165,product_165,41
166,product_166,118
167,product_167,80
168,product_168,54
169,product_169,63
170,product_170,108
171,product_171,136
172,product_172,91
173,product_173,114
174,product_174,85
175,product_175,125
176,product_176,121
177,product_177,56
178,product_178,58
179,product_179,121
180,product_180,32
181,product_181,114
182,product_182,65
183,product_183,14
184,product_184,97
185,product_185,27
186,product_186,17
187,product_187,147
188,product_188,104
189,product_189,108
190,product_190,75
191,product_191,67
192,product_192,127
193,product_193,141
194,product_194,2
195,product_195,83
196,product_196,95
197,product_197,76
198,product_198,62
199,product_199,149
200,product_200,89
201,product_201,116
202,product_202,126
203,product_203,146
204,product_204,30
205,product_205,52
206,product_206,79
207,product_207,55
208,product_208,92
209,product_209,33
210,product_210,100
211,product_211,50
212,product_212,25
213,product_213,93
214,product_214,108
215,product_215,142
216,product_216,123
217,product_217,61
218,product_218,104
219,product_219,97
220,product_220,31
221,product_221,82
222,product_222,1
223,product_223,101
224,product_224,111
225,product_225,135
226,product_226,48
227,product_227,123
228,product_228,141
229,product_229,51
230,product_230,135
231,product_231,144
232,product_232,139
233,product_233,1
234,product_234,36
235,product_235,134
236,product_236,106
237,product_237,9
238,product_238,79
239,product_239,15
240,product_240,109
241,product_241,19
242,product_242,148
243,product_243,27
244,product_244,40
245,product_245,76
246,product_246,75
247,product_247,48
248,product_248,111
249,product_249,103
250,product_250,85
251,product_251,99
252,product_252,23
253,product_253,3
254,product_254,40
255,product_255,144
256,product_256,63
257,product_257,66
258,product_258,50
259,product_259,9
260,product_260,86
261,product_261,33
262,product_262,88
263,product_263,85
264,product_264,60
265,product_265,45
266,product_266,91
267,product_267,128
268,product_268,127
269,product_269,37
270,product_270,68
271,product_271,6
272,product_272,2
273,product_273,64
274,product_274,132
275,product_275,104
276,product_276,52
277,product_277,126
278,product_278,83
279,product_279,119
280,product_280,54
281,product_281,46
282,product_282,67
283,product_283,121
284,product_284,134
285,product_285,16
286,product_286,51
287,product_287,38
288,product_288,88
289,product_289,121
290,product_290,38
291,product_291,27
292,product_292,23
293,product_293,90
294,product_294,28
295,product_295,24
296,product_296,83
297,product_297,120
298,product_298,97
299,product_299,117
300,product_300,68
301,product_301,62
302,product_302,82
303,product_303,141
304,product_304,145
305,product_305,145
306,product_306,8
307,product_307,59
308,product_308,43
309,product_309,56
310,product_310,17
311,product_311,44
312,product_312,4
313,product_313,117
314,product_314,121
315,product_315,96
316,product_316,1
317,product_317,143
318,product_318,106
319,product_319,46
320,product_320,127
321,product_321,72
322,product_322,9
323,product_323,27
324,product_324,63
325,product_325,119
326,product_326,101
327,product_327,119
328,product_328,72
329,product_329,53
330,product_330,58
331,product_331,95
332,product_332,8
333,product_333,119
334,product_334,116
335,product_335,51
336,product_336,12
337,product_337,91
338,product_338,113
339,product_339,129
340,product_340,16
341,product_341,134
342,product_342,100
343,product_343,28
344,product_344,149
345,product_345,49
346,product_346,81
347,product_347,113
348,product_348,148
349,product_349,57
350,product_350,46
351,product_351,70
352,product_352,51
353,product_353,146
354,product_354,83
355,product_355,107
356,product_356,136
357,product_357,128
358,product_358,149
359,product_359,69
360,product_360,82
361,product_361,107
362,product_362,90
363,product_363,27
364,product_364,148
365,product_365,22
366,product_366,66
367,product_367,81
368,product_368,61
369,product_369,24
370,product_370,122
371,product_371,116
372,product_372,18
373,product_373,31
374,product_374,117
375,product_375,116
376,product_376,125
377,product_377,25
378,product_378,46
379,product_379,98
380,product_380,80
381,product_381,85
382,product_382,19
383,product_383,84
384,product_384,82
385,product_385,78
386,product_386,141
387,product_387,108
388,product_388,1
389,product_389,70
390,product_390,134
391,product_391,26
392,product_392,136
393,product_393,138
394,product_394,8
395,product_395,19
396,product_396,64
397,product_397,106
398,product_398,94
399,product_399,41
400,product_400,66
401,product_401,53
402,product_402,24
403,product_403,43
404,product_404,29
405,product_405,28
406,product_406,125
407,product_407,129
408,product_408,11
409,product_409,71
410,product_410,29
411,product_411,149
412,product_412,21
413,product_413,136
414,product_414,74
415,product_415,121
416,product_416,78
417,product_417,116
418,product_418,105
419,product_419,75
420,product_420,16
421,product_421,150
422,product_422,53
423,product_423,107
424,product_424,63
425,product_425,48
426,product_426,96
427,product_427,8
428,product_428,125
429,product_429,149
430,product_430,91
431,product_431,86
432,product_432,143
433,product_433,90
434,product_434,54
435,product_435,60
436,product_436,110
437,product_437,138
438,product_438,26
439,product_439,25
440,product_440,135
441,product_441,8
442,product_442,26
443,product_443,48
444,product_444,104
445,product_445,70
446,product_446,110
447,product_447,91
448,product_448,103
449,product_449,75
450,product_450,3
451,product_451,98
452,product_452,105
453,product_453,52
454,product_454,62
455,product_455,58
456,product_456,134
457,product_457,48
458,product_458,105
459,product_459,48
460,product_460,42
461,product_461,132
462,product_462,146
463,product_463,59
464,product_464,55
465,product_465,50
466,product_466,48
467,product_467,74
468,product_468,100
469,product_469,98
470,product_470,109
471,product_471,100
472,product_472,91
473,product_473,47
474,product_474,117
475,product_475,15
476,product_476,128
477,product_477,123
478,product_478,25
479,product_479,46
480,product_480,72
481,product_481,55
482,product_482,131
483,product_483,93
484,product_484,129
485,product_485,143
486,product_486,70
487,product_487,140
488,product_488,17
489,product_489,103
490,product_490,70
491,product_491,41
492,product_492,2
493,product_493,39
494,product_494,55
495,product_495,121
496,product_496,144
497,product_497,96
498,product_498,23
499,product_499,126
500,product_500,114
501,product_501,143
502,product_502,133
503,product_503,59
504,product_504,56
505,product_505,133
506,product_506,70
507,product_507,113
508,product_508,39
509,product_509,6
510,product_510,57
511,product_511,104
512,product_512,43
513,product_513,133
514,product_514,79
515,product_515,122
516,product_516,79
517,product_517,66
518,product_518,145
519,product_519,52
520,product_520,26
521,product_521,38
522,product_522,56
523,product_523,81
524,product_524,45
525,product_525,10
526,product_526,95
527,product_527,66
528,product_528,74
529,product_529,127
530,product_530,132
531,product_531,58
532,product_532,36
533,product_533,84
534,product_534,144
535,product_535,144
536,product_536,50
537,product_537,47
538,product_538,64
539,product_539,105
540,product_540,85
541,product_541,123
542,product_542,103
543,product_543,107
544,product_544,87
545,product_545,19
546,product_546,53
547,product_547,16
548,product_548,36
549,product_549,3
550,product_550,135
551,product_551,68
552,product_552,123
553,product_553,14
554,product_554,54
555,product_555,115
556,product_556,67
557,product_557,148
558,product_558,1
559,product_559,69
560,product_560,28
561,product_561,62
562,product_562,105
563,product_563,101
564,product_564,90
565,product_565,132
566,product_566,116
567,product_567,57
568,product_568,91
569,product_569,111
570,product_570,56
571,product_571,37
572,product_572,94
573,product_573,99
574,product_574,94
575,product_575,48
576,product_576,59
577,product_577,109
578,product_578,129
579,product_579,84
580,product_580,51
581,product_581,62
582,product_582,16
583,product_583,89
584,product_584,115
585,product_585,53
586,product_586,33
587,product_587,110
588,product_588,86
589,product_589,21
590,product_590,142
591,product_591,116
592,product_592,149
593,product_593,141
594,product_594,11
595,product_595,24
596,product_596,4
597,product_597,14
598,product_598,72
599,product_599,86
600,product_600,42
601,product_601,117
602,product_602,6
603,product_603,131
604,product_604,58
605,product_605,124
606,product_606,117
607,product_607,82
608,product_608,76
609,product_609,90
610,product_610,29
611,product_611,40
612,product_612,121
613,product_613,86
614,product_614,19
615,product_615,100
616,product_616,26
617,product_617,30
618,product_618,4
619,product_619,80
620,product_620,35
621,product_621,138
622,product_622,29
623,product_623,111
624,product_624,131
625,product_625,28
626,product_626,59
627,product_627,11
628,product_628,84
629,product_629,114
630,product_630,39
631,product_631,3
632,product_632,118
633,product_633,113
634,product_634,16
635,product_635,8
636,product_636,86
637,product_637,31
638,product_638,66
639,product_639,147
640,product_640,42
641,product_641,116
642,product_642,37
643,product_643,36
644,product_644,135
645,product_645,121
646,product_646,121
647,product_647,111
648,product_648,113
649,product_649,6
650,product_650,87
651,product_651,112
652,product_652,20
653,product_653,105
654,product_654,141
655,product_655,24
656,product_656,2
657,product_657,128
658,product_658,137
659,product_659,5
660,product_660,87
661,product_661,74
662,product_662,12
663,product_663,85
664,product_664,115
665,product_665,115
666,product_666,83
667,product_667,95
668,product_668,65
669,product_669,30
670,product_670,124
671,product_671,97
672,product_672,128
673,product_673,26
674,product_674,1
675,product_675,117
676,product_676,150
677,product_677,70
678,product_678,76
679,product_679,71
680,product_680,50
681,product_681,145
682,product_682,120
683,product_683,45
684,product_684,136
685,product_685,19
686,product_686,8
687,product_687,48
688,product_688,83
689,product_689,95
690,product_690,132
691,product_691,65
692,product_692,30
693,product_693,88
694,product_694,79
695,product_695,43
696,product_696,144
697,product_697,69
698,product_698,132
699,product_699,54
700,product_700,73
701,product_701,72
702,product_702,126
703,product_703,95
704,product_704,87
705,product_705,103
706,product_706,111
707,product_707,123
708,product_708,13
709,product_709,81
710,product_710,6
711,product_711,31
712,product_712,46
713,product_713,136
714,product_714,99
715,product_715,63
716,product_716,67
717,product_717,110
718,product_718,13
719,product_719,123
720,product_720,30
721,product_721,70
722,product_722,70
723,product_723,62
724,product_724,91
725,product_725,99
726,product_726,77
727,product_727,86
728,product_728,67
729,product_729,104
730,product_730,105
731,product_731,86
732,product_732,72
733,product_733,75
734,product_734,18
735,product_735,123
736,product_736,51
737,product_737,63
738,product_738,125
739,product_739,58
740,product_740,69
741,product_741,65
742,product_742,76
743,product_743,140
744,product_744,129
745,product_745,46
746,product_746,6
747,product_747,9
748,product_748,63
749,product_749,85
750,product_750,18
751,product_751,45
752,product_752,132
753,product_753,43
754,product_754,66
755,product_755,150
756,product_756,134
757,product_757,42
758,product_758,28
759,product_759,43
760,product_760,19
761,product_761,48
762,product_762,109
763,product_763,43
764,product_764,27
765,product_765,23
766,product_766,69
767,product_767,146
768,product_768,41
769,product_769,21
770,product_770,130
771,product_771,47
772,product_772,51
773,product_773,64
774,product_774,88
775,product_775,99
776,product_776,98
777,product_777,48
778,product_778,139
779,product_779,128
780,product_780,117
781,product_781,96
782,product_782,20
783,product_783,36
784,product_784,149
785,product_785,104
786,product_786,141
787,product_787,73
788,product_788,146
789,product_789,84
790,product_790,89
791,product_791,28
792,product_792,48
793,product_793,129
794,product_794,132
795,product_795,115
796,product_796,122
797,product_797,107
798,product_798,26
799,product_799,24
800,product_800,91
801,product_801,22
802,product_802,121
803,product_803,104
804,product_804,58
805,product_805,33
806,product_806,22
807,product_807,131
808,product_808,12
809,product_809,115
810,product_810,150
811,product_811,42
812,product_812,18
813,product_813,61
814,product_814,39
815,product_815,54
816,product_816,42
817,product_817,2
818,product_818,31
819,product_819,124
820,product_820,148
821,product_821,142
822,product_822,88
823,product_823,93
824,product_824,87
825,product_825,5
826,product_826,69
827,product_827,140
828,product_828,4
829,product_829,145
830,product_830,137
831,product_831,87
832,product_832,20
833,product_833,78
834,product_834,125
835,product_835,33
836,product_836,30
837,product_837,29
838,product_838,101
